职位,城市,公司,学历,经验,技能,薪资,工作描述,行业,职位URL,公司规模,发布时间,薪资_最小值,薪资_最大值,年薪月数
AI短剧技术/修图师,北京,上海新炬网络信息技术股份有限公司,本科,1-3年,AI 短剧修图师,10000-15000,岗位职责：1、负责AI短剧（真人剧和漫剧）项目中技术解决，包括修图和工作流部署，解决人物一致性、场景一致性、光影一致性、迁移、放大等工作。2、负责AI短剧对嘴型工作。3、全流程参与短剧项目的制作，在项目团队中协同工作。关注行业趋势，探索AI视频生成的新技术或工具，提升生产效率。职位要求：1、具备AI短剧（真人剧和漫剧）项目的专业经验，具备较强的审美能力。2、精通Photoshop、SD、Midjo...,IT服务,http://jobs.zhaopin.com/CCL1241548470J40852599412.htm,1000-9999人,2025-11-24 16:36:13,10000.0,15000.0,12.0
资深平面设计师,北京,时美在线(北京)管理顾问有限公司,学历不限,3-5年,"户外广告设计,画册设计,延展设计,PS",,【工作职责】 1、负责客户活动的设计和海报，宣传册、名片、展架等平面设计相关工作； 2、展会、会议等海报、展板、背景板设计； 3、易拉宝、图文文件、彩页、效果图前期排版、设计； 4、领导安排的其他工作。 【岗位要求】 1、熟练掌握设计PS、AI、ID软件 2、广告传媒设计经历优先 3、具备良好的沟通能力，具有团队作战精神及良好的人际关系； 4、具有较强的创新意识，开拓进取心强、忍耐力强、自信心强、...,印刷/包装/造纸,http://jobs.zhaopin.com/CCL1344765110J40288477713.htm,100-299人,2025-11-24 14:18:47,,,
平面设计师,北京,跨界传媒文化（北京）有限公司,大专,1-3年,"画册设计,展板设计",,岗位职责：1、完成公司新媒体平台、海报等各类平面宣传材料的设计制作；2、完成公司各类宣传手册、PPT的设计和排版；3、参与公司相关项目、活动、专题的创意与设计4、完成部门经理交付的其他工作任务。任职要求：1、广告设计相关专业，有2年以上工作经验；2、具有良好的视觉表现能力，熟练使用Illustrator、Photoshop、InDesign等设计软件；3、具有一定的手绘能力，有良好的图形设计和色彩...,广播/影视,http://jobs.zhaopin.com/CC147241375J00129205910.htm,20-99人,2025-11-23 00:06:42,,,
设计师（清华央美绘画系毕业生优先考虑）,北京,北京中盛典藏文化艺术发展有限公司,本科,1-3年,"包装设计,排版设计,方案设计,海报画册设计,美工",,岗位职责1. 负责公司内部的视觉设计工作，包括但不限于海报、画册等宣传物料的创意与制作。2. 承担图片后期处理与美工优化工作，确保视觉素材的专业性和准确性。3. 参与公司衍生品（如周边产品、文创物品等）的设计与方案输出，贴合品牌调性与市场需求。4. 完成公司其他相关设计需求，如品牌视觉延展、活动视觉包装等，保障设计风格的统一性。 任职要求1. 具备扎实的设计功底，熟练掌握设计相关软件（如Photo...,贸易/进出口,http://jobs.zhaopin.com/CC428141480J40827280513.htm,20-99人,2025-11-14 16:42:10,,,
视觉设计师,北京,北京和润诚科技有限公司,本科,3-5年,"PS,AI,Axure,C4D,AE",11000-15000,1. 负责项目全渠道投放/运营的相关视觉设计，根据业务目标提供创意和完整设计方案，包括但不限于主视觉/详情页/海报/banner等创意内容的设计执行和交付；2. 负责品牌VI升级优化及延展物料开发的创意工作，擅长把握各种设计风格，兼顾创意和设计的落地性，保证设计实现的完整性和还原度；3. 分析视觉设计的流行趋势，结合项目主导设定视觉风格，完善设计细节，参与并形成标准化流程和设计资产，提升设计效率；...,IT服务,http://jobs.zhaopin.com/CC529202130J40540276602.htm,20-99人,2025-11-10 11:58:39,11000.0,15000.0,12.0
视觉设计,北京,国艺同行(北京)集团有限公司,本科,1-3年,"广告设计,物料设计,排版设计,PS,AI",,1、工作内容:Ø 主要面向B端、G端客户，能与项目团队进行创意方案设计，包括概念设计、视觉呈现等；Ø 根据活动主题，设计主视觉、活动海报、邀请函、现场布置图、宣传视频封面等视觉物料以及活动线下物料的设计等工作。能够从活动前期、设计中期、活动执行期进行物料制作把控；Ø 负责进行活动现场的视觉布置和物料相关工作；Ø 与部门内同事紧密合作，将创意转化为实际可行的设计方案；Ø 关注行业动态，收集设计素材，...,广播/影视,http://jobs.zhaopin.com/CCL1417157900J40806026605.htm,20-99人,2025-11-05 14:27:18,,,
ip衍生品设计师,北京,北京中盛典藏文化艺术发展有限公司,大专,3-5年,"包装设计,衍生品,IP,美工",,岗位职责:1. 负责品牌视觉设计，确保设计作品符合品牌形象和市场需求。2. 参与设计团队讨论，为品牌活动和产品提供创意设计。3. 对设计作品进行后期处理和优化，保证视觉效果的专业性和创新性。4. 与团队成员保持良好沟通，确保设计方向和风格的准确传递。任职要求：1. 熟练掌握Photoshop、Illustrator等设计软件，具备独立完成设计项目的能力。2. 有较强的审美能力和创新思维，对设计趋势...,贸易/进出口,http://jobs.zhaopin.com/CC428141480J40838252013.htm,20-99人,2025-11-01 14:51:14,,,
UE设计师,北京,科锐尔人力资源服务(苏州)有限公司,本科,3-5年,"交互设计,界面设计,网页端,客户端",13000-15000,"""职位描述1、主要负责滴滴数据平台 B 端产品迭代及相关设计2、完成产品迭代的交互和 UI 设计工作，把控好从需求对接沟通、设计产出、验收上线的完整流程3、有设计系统搭建和落地应用经验以及优秀的业务理解能力4、出色的协作能力，与上下游团队紧密合作，优化工作流和协作效率任职要求1、本科以上学历，设计相关专业，设计基本功特别是交互设计能力扎实，熟练使用各种设计工具2、强执行力，善于沟通表达，有较高的工...",咨询服务,http://jobs.zhaopin.com/CC453635220J40837189303.htm,10000人以上,2025-10-28 16:31:28,13000.0,15000.0,12.0
美术编辑,北京,中国地图出版社集团有限公司,本科,1-3年,图书美编,10000-15000,中国地图出版社集团地图文化出版分社根据工作需要，现面向社会招聘美术编辑2人，具体事项如下：一、招聘职位美术编辑·职责描述负责各类图书的信息设计和书籍装帧设计，以及地图文化创意产品设计及产品开发。1.独立完成或参与各类图书尤其是专题地图集、科普图书的信息设计和书籍装帧设计。2．结合图书和其他项目需要，研究和参与地图表现，负责地图的视觉可视化设计。3．以地图元素为主要创意点，结合市场需求和不同群体的需...,广播/影视,http://jobs.zhaopin.com/CC137044080J40926819704.htm,500-999人,2025-10-27 00:07:02,10000.0,15000.0,12.0
文创产品设计,北京,外文融创国际文化传播(北京)有限公司,本科,经验不限,"UI设计,包装设计",12000-15000,岗位职责：1.深入研究目标文化IP的历史背景、精神内核与艺术风格，进行市场调研，分析行业趋势、捕捉市场动态、竞品动态及目标用户需求，挖掘设计灵感，根据项目需求，负责原创文创产品的平面设计和包装设计；2.参与制定产品设计策略与季度/年度产品规划，提出创新的产品方向和主题; 3.负责公司形象宣传展示、产品图册设计、宣传册等及对外日常工作的宣传及广告、产品、活动的平面设计；4.参与并跟进产品生产工艺方案...,新闻/出版,http://jobs.zhaopin.com/CCL1468589730J40825555513.htm,20人以下,2025-09-16 16:58:23,12000.0,15000.0,12.0
上班很自由底薪6000加3000补助,北京,北京链家置地房地产经纪有限公司,本科,3-5年,VI设计,,岗位内容：1. 根据公司品牌定位和市场需求，进行平面设计、VI设计、海报设计、产品包装设计等相关工作；2. 设计并制作企业形象宣传资料，包括公司画册、产品样本、宣传册、广告海报、DM单页、PPT、视频等；3. 参与网站界面设计、微信公众号运营和活动策划，提高公司品牌知名度。任职要求：1. 大专及以上学历，平面设计或相关专业毕业，有3年以上品牌设计经验；2. 熟练使用Ai、Ps、Id等设计软件，可以...,房地产中介,http://jobs.zhaopin.com/CC252944430J40742748116.htm,10000人以上,2025-08-22 00:00:02,,,
平面/3D设计师,北京,红色观点广告,大专,1-3年,"3DMAX,PS,C4D,AI",,"1.能熟练运用Photoshop、3DMAX，Ai , C4d等常用绘图软件； 2.独立完成设计项目3D效果图的制作；有1-2年工作汽车，快消品广告公司的经验 3.根据项目需求，参与项目创意及构想会，并能提出自己的设计理念； 4.项目深化设计，包括细节，亮点，工艺设计的深度挖掘； 5.准确、及时地完成所需图纸。",广告/营销,http://jobs.zhaopin.com/CC137143408J00207777412.htm,20-99人,2025-08-20 09:51:04,,,
高级电商设计师（服装）,北京,马孔多(北京)文化有限公司,本科,3-5年,"排版设计,电商设计,VI设计,PS,AI,C4D,热爱跑步",10000-15000,职位描述：1、负责各电商平台店铺品牌视觉风格定位及制作，包括但不仅限于首页、详情页、店铺日常活动banner图的设计、排版、更新、优化等；2、与需求部门高度配合，根据电商促销节点能够独立完成相关的设计；3、负责店铺日常维护，持续更新优化店铺页面布局，提升店铺格调及客户体验感；4、能够独立制作直播间相关素材，包括但不限于直播贴片、直播海报、封面等相关物料;5、需结合品牌调性独立完成不同主题和品类的设...,电子商务,http://jobs.zhaopin.com/CC366491880J40763258011.htm,100-299人,2025-08-01 00:20:02,10000.0,15000.0,13.0
视觉设计师,北京,北京瑞思答科技有限公司,大专,3-5年,C4D,,岗位内容：1. 负责公司形象的平面设计、logo设计、微信公众号设计、app设计等相关工作；2. 设计和制作海报、DM单页、手册、展板等营销宣传资料；3. 参与配合相关部门完成各类需求设计、提供平面设计创意及技术支持。任职要求：1. 熟练掌握设计软件，如Ps、Ai、Id、sketch等，能够独立完成设计任务；2. 具备较好的设计创意及审美能力，对设计趋势和细节敏感，善于将设计语言与商业逻辑相结合；...,计算机软件,http://jobs.zhaopin.com/CCL1295570080J40610831102.htm,20人以下,2025-07-09 11:16:33,,,
高级U设计专家/高级U产品设计师-国企直签-铁科院驻场,北京,东方瑞创达,本科,5-10年,"数字孪生,AI,PS,Axure",11000-15000,学历为硬性条件，双证齐全本科学信网可查，需要先验证学历再面试哦，感谢关注。岗位职责:产品设计组工作主线重点围绕信息化产品和企宣设计两部分。1、信息化产品设计工作占比80%。该工作主要包含B端用户系统设计、可视化集成平台设计、APP设计等设计。(1)B端用户系统设计:偏重产品设计，要求设计师能快速梳理和分析用户需求，注重产品功能、用户角色和业务流程等方面，能够灵活应用AI、PS、Axure等软件，高...,计算机软件,http://jobs.zhaopin.com/CC533659620J40750232511.htm,100-299人,2025-06-23 18:02:12,11000.0,15000.0,13.0
